,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
205,213,40000.0,2,3,1,43,0,0,0,0,0,0,38257.0,38901.0,38103.0,36207.0,33138.0,31339.0,1700,1504,1200,1500,1500,1000,0
206,214,30000.0,1,2,2,39,0,0,0,2,0,0,28347.0,28108.0,18388.0,12992.0,7736.0,8032.0,3036,2309,0,1000,2000,148,0
208,216,30000.0,1,3,1,42,-1,-1,-1,-1,-1,2,390.0,390.0,390.0,240.0,1320.0,780.0,390,390,240,1470,0,0,0
209,217,240000.0,2,2,1,36,1,-2,-2,-2,-2,-2,-946.0,-946.0,-946.0,-946.0,-946.0,-946.0,0,0,0,0,0,0,1
210,218,80000.0,1,2,2,36,2,0,0,0,0,0,79278.0,78501.0,78534.0,80016.0,76235.0,78245.0,3100,3500,3400,3000,3500,3000,0
211,219,110000.0,2,3,0,31,0,0,0,0,0,0,89989.0,84229.0,79288.0,73315.0,63818.0,63208.0,4000,5000,3000,3000,3000,8954,0
212,220,310000.0,2,1,2,38,-1,-1,-1,-1,-2,-2,1424.0,4542.0,126.0,0.0,0.0,0.0,4542,126,0,0,0,0,0
213,221,360000.0,2,1,1,40,2,2,2,0,0,0,105167.0,115468.0,112157.0,114690.0,117845.0,120238.0,12000,0,5900,5000,4500,4700,1
214,222,330000.0,2,3,2,45,0,0,0,0,0,0,335196.0,334954.0,335527.0,333860.0,335760.0,330121.0,12388,12378,12116,12450,12213,11678,0
215,223,300000.0,2,2,2,35,0,0,0,0,0,0,291619.0,297268.0,205629.0,215827.0,208464.0,212508.0,12019,9006,17000,12000,9557,15000,0
216,224,320000.0,2,2,2,33,0,0,0,0,0,0,91653.0,94037.0,108597.0,65913.0,43805.0,33263.0,10042,18832,2117,2076,5045,3754,0
217,225,50000.0,2,3,2,37,1,3,2,0,0,0,52626.0,51537.0,49205.0,30394.0,30249.0,29957.0,0,24,1500,1000,1201,30592,1
218,226,170000.0,2,1,2,28,0,0,0,0,0,0,130370.0,131199.0,128900.0,125514.0,127280.0,128839.0,6530,4860,22500,4820,4877,4962,0
219,227,350000.0,1,3,1,44,-1,-1,-1,-1,-1,-2,3265.0,2686.0,1864.0,569.0,0.0,0.0,2686,1864,569,0,0,0,0
221,229,50000.0,1,2,2,23,2,0,0,0,0,0,49758.0,48456.0,44116.0,21247.0,20066.0,18858.0,2401,2254,2004,704,707,1004,1
223,231,50000.0,2,1,2,24,0,0,0,0,0,0,35084.0,35796.0,30937.0,19420.0,10385.0,1308.0,2090,2002,1002,238,1011,389,0
225,233,50000.0,1,2,1,26,0,0,-2,-1,-1,0,102800.0,0.0,0.0,2624.0,45567.0,46557.0,0,0,2624,45567,1747,2000,0
226,234,190000.0,1,2,2,34,2,0,0,0,2,2,129801.0,131383.0,134379.0,142323.0,140120.0,150052.0,5000,5000,10000,0,12118,2769,1
227,235,60000.0,2,2,1,33,0,0,0,0,0,0,58203.0,36367.0,20934.0,20694.0,20175.0,19421.0,1506,1298,1000,721,811,599,0
228,236,80000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,7988.0,3977.0,6848.0,1719.0,1378.0,19942.0,3983,6853,1719,1378,19942,2418,0
229,237,150000.0,2,2,2,27,0,0,0,0,0,0,127402.0,110050.0,51547.0,44384.0,36900.0,29497.0,4500,1745,1566,1208,1077,2529,0
230,238,210000.0,2,1,2,31,-2,-2,-2,-2,-1,-1,1440.0,0.0,7422.0,893.0,6082.0,2293.0,0,7422,893,6082,2293,3299,0
231,239,240000.0,2,3,1,50,0,0,0,0,0,0,234205.0,231669.0,214642.0,207642.0,210375.0,214694.0,10116,9150,8008,8000,8009,7714,1
232,240,140000.0,2,2,3,41,0,0,0,0,0,0,19346.0,21708.0,22940.0,19068.0,16409.0,16383.0,3000,2000,2198,1000,3000,2399,1
233,241,60000.0,2,1,2,28,1,2,2,-2,-2,-1,21501.0,20650.0,0.0,0.0,0.0,2285.0,0,0,0,0,2285,0,0
234,242,50000.0,1,1,2,39,0,0,0,0,0,0,47174.0,47974.0,48630.0,50803.0,30789.0,15874.0,1800,2000,3000,2000,2000,2000,0
235,243,50000.0,2,2,2,27,0,0,0,0,0,0,26655.0,27724.0,28676.0,27990.0,28790.0,29399.0,1800,1750,900,1200,1200,1100,0
236,244,180000.0,2,1,2,32,-1,-1,2,2,-1,-1,3139.0,5853.0,2821.0,0.0,2821.0,0.0,2821,0,0,2821,0,176,0
237,245,30000.0,2,1,2,40,-1,-1,2,2,2,2,142.0,215.0,139.0,19.0,19.0,79.0,355,120,0,0,60,60,0
239,247,250000.0,2,2,1,75,0,-1,-1,-1,-1,-1,52874.0,1631.0,1536.0,1010.0,5572.0,794.0,1631,1536,1010,5572,794,1184,0
240,248,100000.0,2,2,2,27,0,0,0,0,0,0,37767.0,34457.0,30036.0,30337.0,30997.0,32904.0,1788,1799,1100,1150,2423,0,0
241,249,330000.0,1,1,2,25,0,0,0,0,2,0,46140.0,45781.0,48139.0,51137.0,39450.0,25358.0,2504,4007,5056,74,1023,2566,0
242,250,50000.0,1,3,1,46,0,0,0,0,0,0,35713.0,15392.0,16099.0,16418.0,16765.0,17484.0,1561,1268,587,611,1000,2000,0
243,251,50000.0,2,2,2,26,1,2,2,0,0,0,50867.0,51486.0,48869.0,30115.0,29527.0,29998.0,1710,136,1206,2002,2005,3003,0
244,252,30000.0,1,2,2,28,0,0,0,0,0,0,29242.0,29507.0,29155.0,25255.0,22001.0,0.0,5006,1244,851,955,0,0,0
245,253,140000.0,2,2,2,26,0,0,0,0,0,0,101551.0,105246.0,104781.0,105334.0,107699.0,106828.0,5366,5087,3605,3894,3785,3304,1
246,254,160000.0,2,1,2,28,0,0,0,0,-1,0,70243.0,47779.0,28052.0,7222.0,99669.0,84426.0,7042,2000,1000,99669,12600,10000,0
247,255,400000.0,2,2,2,29,-1,0,-1,-1,-1,-1,19532.0,3719.0,1453.0,4944.0,1896.0,2486.0,3127,1469,4968,1905,2494,862,0
248,256,50000.0,1,2,1,25,0,0,0,0,0,0,27699.0,28513.0,29341.0,29928.0,29533.0,28538.0,1565,1393,980,994,1024,886,0
249,257,140000.0,2,2,1,48,0,-1,-1,-1,-1,-1,1154.0,1233.0,862.0,1355.0,1130.0,21361.0,1233,1075,1355,1130,21361,1347,0
250,258,160000.0,2,2,1,33,-1,-1,-1,-1,0,-1,8015.0,2453.0,9624.0,52572.0,7333.0,2210.0,2453,9880,52572,1546,2210,0,0
251,259,100000.0,2,3,1,43,0,0,-2,-2,-2,-2,62170.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
252,260,220000.0,1,1,1,48,2,0,0,0,0,0,210380.0,213522.0,201852.0,169115.0,172169.0,162402.0,10000,9020,6000,5500,6000,5500,1
254,262,50000.0,1,2,2,29,0,0,0,0,0,0,49276.0,35100.0,32563.0,27823.0,29130.0,28309.0,1602,1400,3000,3130,1062,6318,0
255,263,160000.0,2,1,1,38,-1,-1,-1,-1,2,-1,4473.0,4664.0,5969.0,18941.0,16578.0,12652.0,4664,5969,18941,0,12652,1916,0
256,264,230000.0,2,1,2,37,-2,-2,-2,-2,-2,-2,2283.0,50815.0,0.0,0.0,299.0,338.0,51315,0,0,299,338,0,0
257,265,80000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,10115.0,249.0,5986.0,188.0,1644.0,16872.0,258,5995,188,1644,16872,4000,0
258,266,150000.0,2,2,1,25,-1,-1,-2,-1,-1,-1,6156.0,0.0,0.0,316.0,316.0,316.0,0,0,316,316,316,316,0
260,268,130000.0,2,3,2,49,0,0,0,0,0,0,89003.0,91362.0,72197.0,49654.0,28065.0,27500.0,4100,3095,1630,561,600,0,1
261,269,40000.0,2,1,2,48,0,0,0,0,0,0,34871.0,34449.0,33634.0,34586.0,34762.0,35673.0,1600,1600,1500,1500,1500,1500,0
262,270,50000.0,1,2,2,27,3,2,2,0,0,-1,13694.0,14880.0,14242.0,13968.0,14319.0,2614.0,1700,0,426,501,2614,1390,1
263,271,100000.0,1,3,2,32,0,0,0,0,0,0,70003.0,31545.0,20974.0,19713.0,19848.0,18126.0,2035,2004,616,2007,1009,2015,0
264,272,120000.0,1,1,1,34,-1,2,-1,0,0,0,1082.0,632.0,1350.0,900.0,450.0,0.0,0,1350,0,0,0,450,0
265,273,260000.0,2,1,2,58,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
266,274,200000.0,2,2,2,33,0,0,0,0,0,0,11253.0,12852.0,14024.0,14512.0,16325.0,11905.0,2000,1322,2000,2000,1200,3000,0
267,275,360000.0,2,2,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
268,276,70000.0,2,2,2,36,0,0,0,0,0,0,68699.0,69120.0,68376.0,30163.0,14310.0,15085.0,4483,12496,3268,3000,3000,2000,0
270,278,50000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,1156.0,316.0,316.0,316.0,316.0,316.0,316,316,316,316,316,316,0
271,279,50000.0,1,3,1,33,0,0,0,0,0,0,50859.0,50462.0,50654.0,20046.0,20067.0,19703.0,2007,2199,691,707,703,697,0
272,280,250000.0,2,2,1,31,0,0,0,0,0,0,103109.0,102594.0,97109.0,99029.0,100871.0,101299.0,4000,4500,5000,4000,5000,4400,0
273,281,30000.0,2,1,2,27,0,0,-1,0,0,-2,1512.0,2458.0,664.0,1814.0,0.0,0.0,1000,664,1500,0,0,0,0
274,282,270000.0,1,2,1,44,0,0,0,0,-1,-1,127543.0,109189.0,92630.0,69669.0,44149.0,43414.0,10063,5162,10150,44299,43509,31031,0
275,283,180000.0,2,3,2,30,0,0,0,0,0,0,163935.0,153152.0,147032.0,122196.0,103692.0,70204.0,7722,6091,3563,3605,3000,3211,0
276,284,100000.0,2,1,2,28,0,0,0,0,0,0,53494.0,52656.0,52600.0,52336.0,55831.0,56265.0,4173,3000,2025,5000,3000,3000,0
277,285,230000.0,2,3,1,32,0,0,0,0,0,0,195126.0,88743.0,92195.0,94814.0,98182.0,98457.0,5000,5000,5000,5000,4000,5000,0
278,286,210000.0,2,1,1,46,-1,-1,-1,-1,-1,-1,110346.0,41986.0,21874.0,20076.0,16171.0,586.0,41986,21874,20076,16171,586,19777,0
279,287,210000.0,1,1,2,38,2,0,0,0,0,0,60502.0,62804.0,62769.0,62683.0,63663.0,46549.0,3276,2026,2000,2000,2000,2502,0
281,289,100000.0,2,2,2,25,2,0,0,0,0,0,70896.0,71678.0,70125.0,69856.0,69718.0,51365.0,3472,2092,2000,2127,1960,1559,1
282,290,240000.0,2,2,1,46,0,0,0,0,0,0,8751.0,9900.0,10605.0,10765.0,11765.0,4311.0,1295,1000,1000,1000,1000,1000,0
283,291,280000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,898.0,898.0,325.0,898.0,325.0,-339603.0,898,325,898,325,0,345293,1
284,292,50000.0,2,2,2,22,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
285,293,30000.0,1,2,1,43,3,2,2,2,2,2,1700.0,2610.0,1914.0,2182.0,2000.0,2566.0,1100,0,300,0,600,0,0
287,295,130000.0,1,1,2,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1500,0
288,296,200000.0,1,1,2,31,0,0,0,0,0,0,194353.0,197344.0,186292.0,133345.0,133634.0,133990.0,9000,7465,4715,4804,5141,5300,0
289,297,120000.0,2,2,1,29,-1,-1,-1,-1,-1,-1,1686.0,657.0,2179.0,1423.0,0.0,1820.0,657,2319,1423,0,1820,2496,0
290,298,210000.0,2,2,1,36,0,0,0,0,0,0,143225.0,142996.0,144415.0,148190.0,147993.0,131629.0,6483,5082,6000,5900,4544,4700,0
291,299,280000.0,2,1,1,36,0,0,0,0,0,0,58983.0,60788.0,63225.0,29701.0,30172.0,30771.0,2755,3463,1300,1100,1100,2000,0
292,300,300000.0,1,1,2,34,1,-2,-1,0,-1,-1,0.0,0.0,13001.0,12601.0,19595.0,203.0,0,13001,0,19595,203,0,1
293,301,100000.0,1,2,2,37,0,0,0,0,0,0,99209.0,98222.0,67185.0,66926.0,66796.0,64513.0,3490,2332,2314,2365,2497,2305,0
295,303,50000.0,2,3,1,40,0,0,0,0,0,0,49941.0,51213.0,12104.0,12898.0,13687.0,14458.0,2400,1206,1000,1000,1000,1000,0
297,305,200000.0,2,1,2,27,-1,-1,-1,0,0,0,871.0,665.0,960.0,4242.0,4084.0,7414.0,665,960,3908,1014,3500,2880,0
298,306,110000.0,2,2,2,26,-2,-2,-2,-2,-2,-2,432.0,3220.0,5704.0,1256.0,1848.0,400.0,3220,5904,0,3000,0,0,0
300,308,300000.0,2,2,1,27,1,-1,-1,-2,-2,-2,0.0,5215.0,0.0,0.0,0.0,0.0,5215,0,0,0,0,0,0
301,309,30000.0,1,3,1,55,2,2,2,3,3,4,9720.0,10613.0,11339.0,12841.0,13836.0,14514.0,1200,1200,2000,1500,1500,1500,1
302,310,60000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,20847.0,13801.0,14366.0,4889.0,273.0,11736.0,13809,14583,4889,273,13557,0,0
303,311,400000.0,2,2,1,38,-1,0,-1,-1,0,-1,3697.0,3600.0,1354.0,5322.0,5103.0,2077.0,1000,1354,5322,6,2386,9085,0
304,312,180000.0,2,2,1,34,0,0,0,0,0,0,143301.0,146333.0,147042.0,127814.0,130331.0,132845.0,7000,5000,5000,4900,5000,5100,0
306,314,200000.0,2,3,1,49,-1,2,2,2,0,0,52439.0,51040.0,56205.0,54723.0,58657.0,59983.0,0,6000,0,5000,2286,3000,1
307,315,100000.0,1,1,2,27,0,0,0,0,0,0,55734.0,52557.0,33415.0,28776.0,17580.0,6441.0,1631,1286,200,645,909,200,0
308,316,60000.0,1,2,2,23,0,0,0,0,0,0,49507.0,33282.0,34312.0,17277.0,17808.0,19346.0,1970,2000,618,809,2000,616,1
309,317,110000.0,2,2,2,36,0,0,0,0,0,0,47819.0,48947.0,50330.0,50894.0,52175.0,53652.0,2200,2500,2000,2100,2500,2200,0
310,318,260000.0,2,3,1,53,1,-1,-1,-2,-2,-1,0.0,165.0,526.0,452.0,397.0,485.0,165,526,452,397,485,459,0
311,319,50000.0,2,3,1,46,3,2,2,0,0,0,48522.0,50955.0,29516.0,29742.0,29898.0,24883.0,3754,1,1070,1030,863,654,0
312,320,180000.0,1,2,2,29,1,-2,-2,-2,-2,-2,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0,0,0,0,0,0,0
313,321,110000.0,1,2,2,29,1,2,2,0,0,0,58362.0,56598.0,51908.0,48647.0,47862.0,47969.0,2500,0,2000,2000,1854,2000,1
314,322,340000.0,2,1,2,27,0,0,0,0,0,0,172180.0,180140.0,166281.0,155628.0,145645.0,103263.0,21105,5461,5000,5849,2732,50000,0
315,323,50000.0,1,2,2,24,-1,0,0,0,0,0,1399.0,2441.0,3865.0,7476.0,8384.0,8085.0,1070,1500,3666,2477,1306,1000,0
316,324,230000.0,2,2,1,28,0,0,0,-2,-1,-1,26361.0,18826.0,1100.0,2100.0,767.0,6173.0,1710,1100,1000,767,6173,1000,1
317,325,360000.0,2,2,2,32,0,0,0,0,0,0,93029.0,94054.0,91834.0,95631.0,100123.0,100738.0,10000,7000,10000,10000,10000,10000,0
318,326,210000.0,1,2,2,43,1,-2,-1,0,0,0,0.0,0.0,38013.0,40555.0,45075.0,37056.0,0,38013,3000,5000,3000,3000,0
319,327,220000.0,2,2,1,41,-1,2,2,-1,2,-1,650.0,650.0,325.0,950.0,475.0,325.0,325,0,950,0,325,325,1
320,328,60000.0,2,2,1,34,2,2,2,2,2,0,24898.0,27976.0,27233.0,30184.0,29566.0,30225.0,3800,0,3720,0,1300,1291,1
321,329,340000.0,1,2,1,55,-2,-1,-1,-2,-2,-2,50396.0,44665.0,8300.0,2190.0,24599.0,7416.0,44665,8321,2190,24599,7416,77195,0
322,330,150000.0,1,1,1,40,2,2,2,2,2,2,99855.0,102586.0,100064.0,104975.0,107147.0,109428.0,5200,0,8100,4000,4200,4200,0
323,331,200000.0,2,2,1,37,1,-1,2,-1,-1,-1,-179.0,505.0,189.0,6773.0,23209.0,16893.0,1000,0,6900,24000,17000,2500,1
324,332,130000.0,2,2,2,40,0,0,2,0,0,0,9559.0,12394.0,11883.0,9826.0,10167.0,12685.0,3000,0,500,500,2700,500,1
325,333,60000.0,2,1,2,28,1,2,0,0,0,0,10540.0,10232.0,11237.0,11427.0,20973.0,31857.0,0,1483,673,10000,11540,7000,0
326,334,400000.0,2,2,1,43,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,1600.0,78388.0,0,0,0,1600,78388,0,0
328,336,190000.0,2,1,2,28,0,0,0,0,0,0,143464.0,146943.0,151905.0,153538.0,156664.0,160361.0,5795,7408,5645,5753,6370,5865,0
329,337,260000.0,2,1,2,30,0,0,0,0,0,0,156882.0,160246.0,159988.0,158114.0,158762.0,159108.0,10000,8000,6000,7000,7000,6000,0
330,338,140000.0,2,2,2,31,-2,-2,-2,-2,-2,-2,390.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
331,339,50000.0,2,2,1,31,0,0,0,0,0,0,46512.0,47716.0,49675.0,30929.0,30078.0,29170.0,1974,4406,1061,1073,1046,1047,1
332,340,120000.0,2,1,2,34,-1,-1,0,-1,-1,-1,882.0,6531.0,6313.0,1100.0,1330.0,830.0,6900,5037,1100,1330,3800,2037,0
333,341,240000.0,2,2,2,30,-2,-2,-2,-2,-2,-2,92.0,92.0,92.0,0.0,92.0,0.0,92,92,0,92,0,1883,0
334,342,50000.0,1,2,2,36,0,0,0,0,-1,0,5916.0,6172.0,4123.0,680.0,978.0,978.0,1212,1200,0,978,0,0,0
335,343,200000.0,2,1,2,29,-1,2,-1,-1,-1,2,2393.0,183.0,4847.0,20183.0,24815.0,24248.0,0,4872,20183,5000,0,1000,0
336,344,180000.0,1,1,1,39,0,0,-1,0,0,-1,274731.0,281713.0,242063.0,122295.0,-1005.0,1005.0,11000,145000,26000,0,101005,1898,0
337,345,180000.0,2,1,2,26,0,0,0,0,0,0,145403.0,138232.0,130553.0,105894.0,108248.0,106517.0,5440,5051,3835,4106,4250,4028,0
338,346,160000.0,2,1,2,29,-1,-1,-2,-1,0,0,3097.0,-707.0,-2697.0,2303.0,6182.0,1654.0,0,0,5000,5000,1500,13000,0
339,347,100000.0,2,2,2,26,-1,-1,-1,0,0,0,1370.0,4192.0,4159.0,3542.0,1980.0,3980.0,4210,4159,1000,1080,2000,1525,0
340,348,50000.0,2,2,2,29,0,0,0,0,0,0,47081.0,49316.0,50409.0,45545.0,39963.0,41145.0,3000,2000,2000,2000,2000,2000,1
341,349,140000.0,2,2,2,31,0,0,0,0,0,0,138119.0,137950.0,140254.0,139679.0,141748.0,142174.0,6600,6500,5100,5300,6000,5000,0
342,350,30000.0,2,2,2,26,0,0,0,0,0,0,17893.0,19012.0,20123.0,20222.0,20796.0,19844.0,1411,1522,621,795,715,1000,1
343,351,90000.0,1,1,2,26,0,0,-1,0,0,-1,39128.0,20473.0,1940.0,1940.0,0.0,23101.0,1541,4200,0,0,23101,3000,0
344,352,200000.0,1,1,1,36,1,-2,-1,-1,-2,-1,-14386.0,-13543.0,3432.0,-3684.0,0.0,1386.0,10118,47015,0,4000,100000,10000,0
345,353,380000.0,1,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
346,354,80000.0,2,2,2,43,0,0,0,0,0,0,77057.0,78102.0,58501.0,51042.0,19036.0,19414.0,3177,2600,3000,1691,695,882,0
347,355,50000.0,1,3,1,58,2,2,2,0,0,2,15899.0,18720.0,18122.0,18530.0,19089.0,18856.0,3400,0,1000,1001,634,638,0
348,356,180000.0,1,2,1,45,-1,0,0,0,0,0,27679.0,28422.0,29650.0,29981.0,30419.0,31127.0,1481,2000,1100,1200,1500,1500,1
349,357,240000.0,2,2,2,26,0,0,0,0,0,0,141315.0,128940.0,124226.0,113133.0,113966.0,103360.0,6349,5834,3870,4000,3825,3520,0
350,358,380000.0,1,2,2,34,0,0,0,0,0,0,194314.0,179206.0,193992.0,174675.0,171253.0,169121.0,9010,35000,5000,6000,5000,4400,0
351,359,110000.0,2,4,2,24,0,0,0,0,0,0,83755.0,77431.0,79044.0,80631.0,82333.0,84462.0,3000,2900,2900,3000,3500,4000,0
352,360,260000.0,1,1,1,34,-1,-1,-1,-1,-1,-1,49657.0,291.0,51058.0,2351.0,34039.0,291.0,291,51058,35696,34039,291,291,0
354,362,320000.0,2,2,2,30,0,0,0,0,0,0,71305.0,71151.0,72029.0,72849.0,74374.0,74610.0,2589,2568,2570,2661,2781,2500,0
355,363,50000.0,1,2,2,32,4,3,2,0,0,0,45734.0,44741.0,43562.0,44039.0,45008.0,25775.0,0,0,1262,1358,1275,1590,0
356,364,110000.0,1,1,1,40,1,-2,-1,0,-1,-1,0.0,0.0,2066.0,2000.0,216.0,216.0,0,2066,0,216,216,66,1
357,365,230000.0,2,1,2,35,-2,-2,-2,-2,-2,-2,761.0,300.0,399.0,665.0,576.0,613.0,300,399,665,576,613,520,0
358,366,330000.0,2,2,1,56,1,-1,-1,-2,-1,-1,-9.0,1520.0,1488.0,0.0,3965.0,8676.0,1529,1507,0,3965,8676,384,0
359,367,50000.0,2,2,1,61,0,0,0,0,0,0,47166.0,49396.0,50476.0,23319.0,23171.0,24774.0,3000,2237,975,1000,2000,1039,0
361,369,300000.0,1,1,1,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
363,371,180000.0,1,2,1,36,2,2,-2,-2,-2,-2,83538.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
364,372,160000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,99.0,2977.0,15086.0,8578.0,13028.0,21712.0,2977,15086,9123,13028,29712,50000,0
365,373,90000.0,2,1,2,34,0,0,0,2,2,2,34302.0,35089.0,43449.0,42451.0,49718.0,48767.0,1640,9000,0,8000,0,2000,0
366,374,30000.0,1,3,3,54,0,0,0,0,0,0,22987.0,22298.0,22352.0,23221.0,24339.0,25943.0,2500,2000,1500,4000,2000,0,0
367,375,180000.0,1,1,1,46,0,0,0,0,0,0,173267.0,174590.0,175233.0,106288.0,28089.0,178719.0,8100,5299,3305,5040,160719,7000,0
368,376,30000.0,1,3,1,58,0,0,0,0,0,0,19143.0,20168.0,21229.0,21495.0,21800.0,22437.0,1640,1700,915,800,1000,1961,0
369,377,30000.0,1,2,1,43,1,2,0,0,0,2,20518.0,19901.0,20905.0,21509.0,25183.0,24242.0,0,1342,946,4200,0,1000,0
370,378,140000.0,2,1,2,28,-1,0,0,-1,-1,-1,10833.0,14446.0,7609.0,4991.0,3400.0,3745.0,14000,3855,4991,3600,5500,4000,0
371,379,210000.0,1,1,2,30,0,0,0,0,0,0,69937.0,71906.0,43308.0,44584.0,47842.0,49888.0,3500,3000,2000,4000,3000,10000,0
372,380,50000.0,1,2,2,31,0,0,0,0,0,0,20526.0,15129.0,15093.0,9577.0,11139.0,12487.0,2000,3000,327,3000,3000,5000,1
373,381,130000.0,2,2,2,29,0,0,0,0,0,0,89055.0,90780.0,70947.0,72367.0,73875.0,75355.0,4200,2575,2600,2674,2701,5750,0
374,382,50000.0,2,2,1,37,2,2,2,0,0,0,1894.0,3200.0,3381.0,3559.0,1948.0,2415.0,1500,400,200,500,500,400,1
375,383,140000.0,1,3,1,36,0,0,0,0,0,0,100594.0,78372.0,91502.0,90859.0,88616.0,88450.0,3000,30000,4000,4000,3400,3300,0
376,384,170000.0,2,2,2,28,-1,0,0,2,0,0,2948.0,3848.0,5646.0,5464.0,5577.0,5889.0,1105,1903,0,296,500,95,1
377,385,80000.0,1,2,2,25,0,0,0,0,0,-2,22619.0,31429.0,27923.0,25280.0,0.0,0.0,10010,1209,579,0,0,6305,0
378,386,410000.0,2,4,1,42,0,0,0,0,0,0,338106.0,342904.0,344464.0,240865.0,234939.0,240176.0,15000,14000,9000,8500,9000,8300,0
379,387,80000.0,2,1,2,29,1,-1,-1,-2,-2,-2,0.0,80000.0,0.0,0.0,0.0,0.0,80000,0,0,0,0,0,0
380,388,80000.0,1,3,1,73,-1,0,0,2,2,2,63144.0,65631.0,68875.0,70646.0,72870.0,75018.0,3500,4330,3500,3500,3500,5100,1
381,389,150000.0,1,2,1,43,0,0,0,0,0,0,153249.0,154049.0,156523.0,159653.0,162866.0,157759.0,7900,6500,5700,5700,5700,5334,0
382,390,260000.0,1,1,1,30,-1,-1,-1,0,0,-1,1131.0,291.0,582.0,291.0,0.0,291.0,291,582,0,0,130291,651,1
383,391,350000.0,1,1,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
384,392,280000.0,2,2,1,39,1,-1,0,0,0,0,-1312.0,35918.0,37297.0,37154.0,32581.0,33316.0,38621,2000,1130,922,1011,5000,1
385,393,310000.0,1,2,1,44,0,0,0,0,0,0,103797.0,91989.0,87720.0,76218.0,72090.0,71620.0,4400,4013,3011,3000,3001,2653,0
386,394,140000.0,2,2,2,29,0,0,0,0,0,0,20110.0,17102.0,18862.0,19996.0,21214.0,21085.0,3000,3000,3000,3500,2000,2000,0
387,395,360000.0,1,1,1,51,-1,-1,-1,-2,-2,-2,38000.0,25000.0,0.0,0.0,0.0,0.0,25000,0,0,0,0,0,0
388,396,140000.0,2,1,2,27,0,0,0,0,0,0,142428.0,144105.0,143952.0,142590.0,142650.0,142620.0,10000,10000,6000,6000,6000,5600,0
389,397,100000.0,1,1,2,38,0,0,0,0,0,0,40810.0,42653.0,42351.0,43011.0,43011.0,28947.0,2502,1200,860,0,579,0,0
390,398,50000.0,2,2,2,22,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,848.0,0.0,632.0,0,0,848,0,632,0,0
391,399,210000.0,2,2,1,30,0,0,0,0,0,0,104701.0,106134.0,108423.0,91143.0,82733.0,74125.0,4002,5000,3500,3000,2700,5000,0
392,400,120000.0,2,2,2,25,2,2,2,2,2,2,120298.0,120822.0,109887.0,116313.0,119311.0,117167.0,4007,0,8272,5000,0,4400,0
393,401,240000.0,1,1,2,29,0,0,0,0,0,-1,156362.0,132280.0,99174.0,65372.0,28797.0,184922.0,5233,3289,2072,3018,184922,6100,0
394,402,60000.0,2,3,3,42,0,0,0,0,0,0,41322.0,29091.0,28097.0,28665.0,28768.0,29064.0,1488,1394,962,1500,2541,2000,0
395,403,150000.0,1,1,2,41,-1,-1,-1,-1,-1,2,1464.0,2084.0,384.0,0.0,2344.0,822.0,2091,384,0,2344,0,472,1
396,404,30000.0,1,2,1,48,0,0,0,0,0,0,27879.0,28870.0,27806.0,25142.0,25667.0,26179.0,1774,1710,1046,1079,1089,2244,0
397,405,160000.0,2,1,2,29,2,2,2,2,2,2,160432.0,163916.0,159676.0,166893.0,170098.0,153800.0,7500,0,11558,5800,0,5654,1
398,406,200000.0,1,1,1,52,-2,-2,-2,-2,-2,-2,3858.0,2690.0,3410.0,0.0,0.0,82150.0,2690,3487,0,0,85900,396,0
399,407,120000.0,2,2,1,25,0,0,0,-2,-2,-2,26476.0,21393.0,0.0,0.0,0.0,0.0,6000,0,0,0,0,0,0
